title,price,location,area,description,features,contact,image_url,property_url,price_per_sqm,land_size
SEWA JUAL TANAH KALIANAK COCOK UNTUK PARKIR TRAILER,Rp 450 Juta Total per tahun,"Asemrowo, Surabaya",,Rp 450 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8789258/,,axz2517 SEWA JUAL TANAH KALIANAK COCOK UNTUK PARKIR TRAILER LT ±3.500 m² ( Lebar Depan ±63 m ) Bisa...
sewa tanah strategis raya jemursari nol jalan ramai,Rp 300 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 300 Juta Total per tahun,,+62821282...,https://picture.rumah123.com/r123-images/720x420-crop/customer/596203/d412cef78b959c3b4f5bb927ba7d9fa7.jpg,https://www.rumah123.com/properti/surabaya/lar8779823/,,LT : 647 m²
sewa tanah strategis raya jemursari nol jalan ramai,Rp 300 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 300 Juta Total per tahun,,+62821282...,https://picture.rumah123.com/r123-images/720x420-crop/customer/596203/d412cef78b959c3b4f5bb927ba7d9fa7.jpg,https://www.rumah123.com/properti/surabaya/lar8779823/,,LT : 647 m²
sewa tanah strategis raya jemursari nol jalan ramai,Rp 300 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 300 Juta Total per tahun,,+62821282...,https://picture.rumah123.com/r123-images/720x420-crop/customer/596203/d412cef78b959c3b4f5bb927ba7d9fa7.jpg,https://www.rumah123.com/properti/surabaya/lar8779823/,,LT : 647 m²
sewa tanah strategis raya jemursari nol jalan ramai,Rp 300 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 300 Juta Total per tahun,,+62821282...,https://pic.rumah123.com/r123/60x60-fit/photo/596203/180/5962031713158244.jpg,https://www.rumah123.com/properti/surabaya/lar8779823/,,LT : 647 m²
sewa tanah strategis raya jemursari nol jalan ramai,Rp 300 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 300 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8779823/,,LT : 647 m²
Disewakan Komersial Area Citraland Lebar 25m Depan Starbucks,Rp 400 Juta per tahun,"Citraland, Surabaya",,Rp 400 Juta per tahun,,+62812359...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2009450/9e761f29d85c8de82553040329d846e4.jpg,https://www.rumah123.com/properti/surabaya/lar8779674/,,LT : 630 m²
Disewakan Komersial Area Citraland Lebar 25m Depan Starbucks,Rp 400 Juta per tahun,"Citraland, Surabaya",,Rp 400 Juta per tahun,,+62812359...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2009450/9e761f29d85c8de82553040329d846e4.jpg,https://www.rumah123.com/properti/surabaya/lar8779674/,,LT : 630 m²
Disewakan Komersial Area Citraland Lebar 25m Depan Starbucks,Rp 400 Juta per tahun,"Citraland, Surabaya",,Rp 400 Juta per tahun,,+62812359...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2009450/9e761f29d85c8de82553040329d846e4.jpg,https://www.rumah123.com/properti/surabaya/lar8779674/,,LT : 630 m²
Disewakan Komersial Area Citraland Lebar 25m Depan Starbucks,Rp 400 Juta per tahun,"Citraland, Surabaya",,Rp 400 Juta per tahun,,+62812359...,https://pic.rumah123.com/r123/60x60-fit/photo/2009450/180/20094501727756494.jpg,https://www.rumah123.com/properti/surabaya/lar8779674/,,LT : 630 m²
Disewakan Komersial Area Citraland Lebar 25m Depan Starbucks,Rp 400 Juta per tahun,"Citraland, Surabaya",,Rp 400 Juta per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8779674/,,LT : 630 m²
Tanah di Bukit Telaga Golf,Rp 280 Juta Total per tahun,"Citraland, Surabaya",,Rp 280 Juta Total per tahun,,+62822253...,https://picture.rumah123.com/r123-images/720x420-crop/customer/4356832/8029332b9fdd74b5d3ca60831ccbf711.png,https://www.rumah123.com/properti/surabaya/lar8779657/,,LT : 800 m²
Tanah di Bukit Telaga Golf,Rp 280 Juta Total per tahun,"Citraland, Surabaya",,Rp 280 Juta Total per tahun,,+62822253...,https://picture.rumah123.com/r123-images/720x420-crop/customer/4356832/8029332b9fdd74b5d3ca60831ccbf711.png,https://www.rumah123.com/properti/surabaya/lar8779657/,,LT : 800 m²
Tanah di Bukit Telaga Golf,Rp 280 Juta Total per tahun,"Citraland, Surabaya",,Rp 280 Juta Total per tahun,,+62822253...,https://picture.rumah123.com/r123-images/720x420-crop/customer/4356832/8029332b9fdd74b5d3ca60831ccbf711.png,https://www.rumah123.com/properti/surabaya/lar8779657/,,LT : 800 m²
Tanah di Bukit Telaga Golf,Rp 280 Juta Total per tahun,"Citraland, Surabaya",,Rp 280 Juta Total per tahun,,+62822253...,https://picture.rumah123.com/r123-images/60x60-fit/customer/4356832/b63ca309f1b06dadf1cc2ab860804331.png,https://www.rumah123.com/properti/surabaya/lar8779657/,,LT : 800 m²
Tanah di Bukit Telaga Golf,Rp 280 Juta Total per tahun,"Citraland, Surabaya",,Rp 280 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8779657/,,LT : 800 m²
Sewa Tanah Kosong di Citraland ️Komersial dekat Starbucks,Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62811368...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2056431/0d62a83e992ee9a95eb62a01ff880325.png,https://www.rumah123.com/properti/surabaya/lar8779489/,,Sewa Tanah Kosong di Citraland Komersial dekat Starbucks LT 360 m² (15x24) PLN 4400 Watt PDAM Hadap...
Sewa Tanah Kosong di Citraland ️Komersial dekat Starbucks,Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62811368...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2056431/0d62a83e992ee9a95eb62a01ff880325.png,https://www.rumah123.com/properti/surabaya/lar8779489/,,Sewa Tanah Kosong di Citraland Komersial dekat Starbucks LT 360 m² (15x24) PLN 4400 Watt PDAM Hadap...
Sewa Tanah Kosong di Citraland ️Komersial dekat Starbucks,Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62811368...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2056431/0d62a83e992ee9a95eb62a01ff880325.png,https://www.rumah123.com/properti/surabaya/lar8779489/,,Sewa Tanah Kosong di Citraland Komersial dekat Starbucks LT 360 m² (15x24) PLN 4400 Watt PDAM Hadap...
Sewa Tanah Kosong di Citraland ️Komersial dekat Starbucks,Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,+62811368...,https://pic.rumah123.com/r123/60x60-fit/photo/2056431/180/20564311722673203.jpg,https://www.rumah123.com/properti/surabaya/lar8779489/,,Sewa Tanah Kosong di Citraland Komersial dekat Starbucks LT 360 m² (15x24) PLN 4400 Watt PDAM Hadap...
Sewa Tanah Kosong di Citraland ️Komersial dekat Starbucks,Rp 200 Juta Total per tahun,"Wiyung, Surabaya",,Rp 200 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8779489/,,Sewa Tanah Kosong di Citraland Komersial dekat Starbucks LT 360 m² (15x24) PLN 4400 Watt PDAM Hadap...
"Disewakan TANAH KOMERSIAL Raya Diamond Hill, Citraland Utama",Rp 500 Juta Total per tahun,"Wiyung, Surabaya",,Rp 500 Juta Total per tahun,,+62811368...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2056431/1a84cadcf7b0524773d072c5a3f34108.jpg,https://www.rumah123.com/properti/surabaya/lar4302475/,,LT : 1750 m²
"Disewakan TANAH KOMERSIAL Raya Diamond Hill, Citraland Utama",Rp 500 Juta Total per tahun,"Wiyung, Surabaya",,Rp 500 Juta Total per tahun,,+62811368...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2056431/1a84cadcf7b0524773d072c5a3f34108.jpg,https://www.rumah123.com/properti/surabaya/lar4302475/,,LT : 1750 m²
"Disewakan TANAH KOMERSIAL Raya Diamond Hill, Citraland Utama",Rp 500 Juta Total per tahun,"Wiyung, Surabaya",,Rp 500 Juta Total per tahun,,+62811368...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2056431/1a84cadcf7b0524773d072c5a3f34108.jpg,https://www.rumah123.com/properti/surabaya/lar4302475/,,LT : 1750 m²
"Disewakan TANAH KOMERSIAL Raya Diamond Hill, Citraland Utama",Rp 500 Juta Total per tahun,"Wiyung, Surabaya",,Rp 500 Juta Total per tahun,,+62811368...,https://pic.rumah123.com/r123/60x60-fit/photo/2056431/180/20564311722673203.jpg,https://www.rumah123.com/properti/surabaya/lar4302475/,,LT : 1750 m²
"Disewakan TANAH KOMERSIAL Raya Diamond Hill, Citraland Utama",Rp 500 Juta Total per tahun,"Wiyung, Surabaya",,Rp 500 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar4302475/,,LT : 1750 m²
"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",Rp 12 Ribu /m² per bulan,"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",,Rp 12 Ribu /m² per bulan,,+62838496...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1963518/58f658254910f75dac4130ed9fbaa91d.jpg,https://www.rumah123.com/properti/surabaya/lar8770510/,,LT : 10200 m²
"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",Rp 12 Ribu /m² per bulan,"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",,Rp 12 Ribu /m² per bulan,,+62838496...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1963518/58f658254910f75dac4130ed9fbaa91d.jpg,https://www.rumah123.com/properti/surabaya/lar8770510/,,LT : 10200 m²
"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",Rp 12 Ribu /m² per bulan,"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",,Rp 12 Ribu /m² per bulan,,+62838496...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1963518/58f658254910f75dac4130ed9fbaa91d.jpg,https://www.rumah123.com/properti/surabaya/lar8770510/,,LT : 10200 m²
"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",Rp 12 Ribu /m² per bulan,"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",,Rp 12 Ribu /m² per bulan,,+62838496...,https://pic.rumah123.com/r123/60x60-fit/photo/1963518/180/19635181713430717.jpg,https://www.rumah123.com/properti/surabaya/lar8770510/,,LT : 10200 m²
"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",Rp 12 Ribu /m² per bulan,"SUDAH URUG SIAP PAKAI Disewakan Lahan Usaha Tambak Osowilangun Surabaya 6Ha Cocok Utk Depo Kontainer/Truk, Workshop Dll",,Rp 12 Ribu /m² per bulan,,,,https://www.rumah123.com/properti/surabaya/lar8770510/,,LT : 10200 m²
"TANAH KAVLING KOMERSIAL CITRALAND DEKAT GWALK, GRAHA DAN PAKUWON",Rp 250 Juta Total per tahun,"Citraland, Surabaya",,Rp 250 Juta Total per tahun,,+62813313...,https://picture.rumah123.com/r123-images/720x420-crop/customer/835467/6303025e2b2b52968c4e55fa5f4c89a4.png,https://www.rumah123.com/properti/surabaya/lar8770453/,,Tanah Disewa Area Komersial Citraland Surabaya Spesifikasi Teknis : LT. 452 m² Dimensi. 15x30 Special...
"TANAH KAVLING KOMERSIAL CITRALAND DEKAT GWALK, GRAHA DAN PAKUWON",Rp 250 Juta Total per tahun,"Citraland, Surabaya",,Rp 250 Juta Total per tahun,,+62813313...,https://picture.rumah123.com/r123-images/720x420-crop/customer/835467/6303025e2b2b52968c4e55fa5f4c89a4.png,https://www.rumah123.com/properti/surabaya/lar8770453/,,Tanah Disewa Area Komersial Citraland Surabaya Spesifikasi Teknis : LT. 452 m² Dimensi. 15x30 Special...
"TANAH KAVLING KOMERSIAL CITRALAND DEKAT GWALK, GRAHA DAN PAKUWON",Rp 250 Juta Total per tahun,"Citraland, Surabaya",,Rp 250 Juta Total per tahun,,+62813313...,https://picture.rumah123.com/r123-images/720x420-crop/customer/835467/6303025e2b2b52968c4e55fa5f4c89a4.png,https://www.rumah123.com/properti/surabaya/lar8770453/,,Tanah Disewa Area Komersial Citraland Surabaya Spesifikasi Teknis : LT. 452 m² Dimensi. 15x30 Special...
"TANAH KAVLING KOMERSIAL CITRALAND DEKAT GWALK, GRAHA DAN PAKUWON",Rp 250 Juta Total per tahun,"Citraland, Surabaya",,Rp 250 Juta Total per tahun,,+62813313...,https://picture.rumah123.com/r123-images/60x60-fit/customer/835467/49c6b83484cd27f419de769a609e6c75.jpg,https://www.rumah123.com/properti/surabaya/lar8770453/,,Tanah Disewa Area Komersial Citraland Surabaya Spesifikasi Teknis : LT. 452 m² Dimensi. 15x30 Special...
"TANAH KAVLING KOMERSIAL CITRALAND DEKAT GWALK, GRAHA DAN PAKUWON",Rp 250 Juta Total per tahun,"Citraland, Surabaya",,Rp 250 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8770453/,,Tanah Disewa Area Komersial Citraland Surabaya Spesifikasi Teknis : LT. 452 m² Dimensi. 15x30 Special...
Tanah Di Nol Jalan Merr Surabaya Timur,Rp 800 Juta Total per tahun,Tanah Di Nol Jalan Merr Surabaya Timur,,Rp 800 Juta Total per tahun,,+62878282...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2140658/0087da14c02a9bc5bbc5cde8d5334986.jpg,https://www.rumah123.com/properti/surabaya/lar8761603/,,LT : 810 m²
Tanah Di Nol Jalan Merr Surabaya Timur,Rp 800 Juta Total per tahun,Tanah Di Nol Jalan Merr Surabaya Timur,,Rp 800 Juta Total per tahun,,+62878282...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2140658/0087da14c02a9bc5bbc5cde8d5334986.jpg,https://www.rumah123.com/properti/surabaya/lar8761603/,,LT : 810 m²
Tanah Di Nol Jalan Merr Surabaya Timur,Rp 800 Juta Total per tahun,Tanah Di Nol Jalan Merr Surabaya Timur,,Rp 800 Juta Total per tahun,,+62878282...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2140658/0087da14c02a9bc5bbc5cde8d5334986.jpg,https://www.rumah123.com/properti/surabaya/lar8761603/,,LT : 810 m²
Tanah Di Nol Jalan Merr Surabaya Timur,Rp 800 Juta Total per tahun,Tanah Di Nol Jalan Merr Surabaya Timur,,Rp 800 Juta Total per tahun,,+62878282...,https://picture.rumah123.com/r123-images/60x60-fit/customer/4360657/c305f89303f0a85a5757ed346018cfab.png,https://www.rumah123.com/properti/surabaya/lar8761603/,,LT : 810 m²
Tanah Di Nol Jalan Merr Surabaya Timur,Rp 800 Juta Total per tahun,Tanah Di Nol Jalan Merr Surabaya Timur,,Rp 800 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8761603/,,LT : 810 m²
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62817523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1067460/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761188/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62817523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1067460/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761188/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62817523...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1067460/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761188/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62817523...,https://pic.rumah123.com/r123/60x60-fit/photo/1067460/180/10674601571651736.jpg,https://www.rumah123.com/properti/surabaya/lar8761188/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8761188/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62821410...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1850181/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761171/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62821410...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1850181/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761171/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62821410...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1850181/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761171/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62821410...,https://pic.rumah123.com/r123/60x60-fit/photo/1850181/180/18501811704956461.jpg,https://www.rumah123.com/properti/surabaya/lar8761171/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8761171/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62812161...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1138372/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761143/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62812161...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1138372/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761143/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62812161...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1138372/b86044da7cf582ef38d7bd82c899a16b.jpg,https://www.rumah123.com/properti/surabaya/lar8761143/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,+62812161...,https://pic.rumah123.com/r123/60x60-fit/photo/1138372/180/11383721684767618.jpg,https://www.rumah123.com/properti/surabaya/lar8761143/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DISEWAKAN / DIJUAL TEMPAT USAHA JALAN BANYU URIP - NOL JALAN,Rp 250 Juta Total per tahun,"Sawahan, Surabaya",,Rp 250 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8761143/,,DISEWAKAN / DIJUAL Tempat Usaha Jalan Banyu Urip NOL JALAN Dimensi : 9 x 45 LT : 413 m² KT : 5 KM...
DI SEWAKAN TANAH KAVLING LOKASI DI PAKUWON SQUARE SURABAYA BARAT,Rp 150 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 150 Juta Total per tahun,,+62838307...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2120970/cdd936c839b5f7e268a008de586cca1d.jpg,https://www.rumah123.com/properti/surabaya/lar8761026/,,LT : 200 m²
DI SEWAKAN TANAH KAVLING LOKASI DI PAKUWON SQUARE SURABAYA BARAT,Rp 150 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 150 Juta Total per tahun,,+62838307...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2120970/cdd936c839b5f7e268a008de586cca1d.jpg,https://www.rumah123.com/properti/surabaya/lar8761026/,,LT : 200 m²
DI SEWAKAN TANAH KAVLING LOKASI DI PAKUWON SQUARE SURABAYA BARAT,Rp 150 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 150 Juta Total per tahun,,+62838307...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2120970/cdd936c839b5f7e268a008de586cca1d.jpg,https://www.rumah123.com/properti/surabaya/lar8761026/,,LT : 200 m²
DI SEWAKAN TANAH KAVLING LOKASI DI PAKUWON SQUARE SURABAYA BARAT,Rp 150 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 150 Juta Total per tahun,,+62838307...,https://picture.rumah123.com/r123-images/60x60-fit/customer/2120970/dd2578a1b50d7f71f7d5d125656db3d0.png,https://www.rumah123.com/properti/surabaya/lar8761026/,,LT : 200 m²
DI SEWAKAN TANAH KAVLING LOKASI DI PAKUWON SQUARE SURABAYA BARAT,Rp 150 Juta Total per tahun,"Dukuh Pakis, Surabaya",,Rp 150 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8761026/,,LT : 200 m²
Disewakan murah kavling di Margomulyo Indah,Rp 120 Juta Total per tahun,"Margomulyo, Surabaya",,Rp 120 Juta Total per tahun,,+62811323...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1415123/2024-03-17-10-15-19-8ed736f3-a6c6-4cef-a613-0148add234b0.jpg,https://www.rumah123.com/properti/surabaya/lar3870816/,,"MURAHHH KAVLING MARGOMULYO INDAH DISEWAKAN CEPAT LT 1525m² (25x61) Sudah terpasang paving, ada pagar..."
Disewakan murah kavling di Margomulyo Indah,Rp 120 Juta Total per tahun,"Margomulyo, Surabaya",,Rp 120 Juta Total per tahun,,+62811323...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1415123/2024-03-17-10-15-19-8ed736f3-a6c6-4cef-a613-0148add234b0.jpg,https://www.rumah123.com/properti/surabaya/lar3870816/,,"MURAHHH KAVLING MARGOMULYO INDAH DISEWAKAN CEPAT LT 1525m² (25x61) Sudah terpasang paving, ada pagar..."
Disewakan murah kavling di Margomulyo Indah,Rp 120 Juta Total per tahun,"Margomulyo, Surabaya",,Rp 120 Juta Total per tahun,,+62811323...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1415123/2024-03-17-10-15-19-8ed736f3-a6c6-4cef-a613-0148add234b0.jpg,https://www.rumah123.com/properti/surabaya/lar3870816/,,"MURAHHH KAVLING MARGOMULYO INDAH DISEWAKAN CEPAT LT 1525m² (25x61) Sudah terpasang paving, ada pagar..."
Disewakan murah kavling di Margomulyo Indah,Rp 120 Juta Total per tahun,"Margomulyo, Surabaya",,Rp 120 Juta Total per tahun,,+62811323...,https://pic.rumah123.com/r123/60x60-fit/photo/1415123/180/14151231720608853.jpg,https://www.rumah123.com/properti/surabaya/lar3870816/,,"MURAHHH KAVLING MARGOMULYO INDAH DISEWAKAN CEPAT LT 1525m² (25x61) Sudah terpasang paving, ada pagar..."
Disewakan murah kavling di Margomulyo Indah,Rp 120 Juta Total per tahun,"Margomulyo, Surabaya",,Rp 120 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar3870816/,,"MURAHHH KAVLING MARGOMULYO INDAH DISEWAKAN CEPAT LT 1525m² (25x61) Sudah terpasang paving, ada pagar..."
Disewakan Tanah Siap Pakai Pantai Mentari Kenjeran Surabaya Timur,Rp 35 Juta Total per tahun,Disewakan Tanah Siap Pakai Pantai Mentari Kenjeran Surabaya Timur,,Rp 35 Juta Total per tahun,,+62819383...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1976242/cce609330a867d245354fe496ee66d90.jpg,https://www.rumah123.com/properti/surabaya/lar8751064/,,LT : 280 m²
Disewakan Tanah Siap Pakai Pantai Mentari Kenjeran Surabaya Timur,Rp 35 Juta Total per tahun,Disewakan Tanah Siap Pakai Pantai Mentari Kenjeran Surabaya Timur,,Rp 35 Juta Total per tahun,,+62819383...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1976242/cce609330a867d245354fe496ee66d90.jpg,https://www.rumah123.com/properti/surabaya/lar8751064/,,LT : 280 m²
